user_id,watch_time_hours,avg_session_mins,session_count,top_genres,weekend_ratio,completion_rate
845,6.57,27.19,5,"Animation, Documentary",0.38,0.57
846,34.59,49.41,44,"Animation, Documentary",0.44,0.86
847,29.35,51.3,13,"Comedy, Drama, Thriller, Romance",0.5,0.71
848,24.07,25.82,11,"Documentary, Animation, Sci-Fi, Comedy",0.44,0.56
849,39.02,79.56,30,"Thriller, Romance",0.34,0.78
850,13.16,23.72,15,"Drama, Documentary",0.38,0.51
851,11.25,26.54,15,"Sci-Fi, Comedy",0.22,0.38
852,27.53,58.07,15,"Thriller, Action",0.66,0.51
853,13.97,49.54,13,"Romance, Comedy",0.66,0.72
854,58.53,54.36,38,"Animation, Documentary",0.23,0.92
855,26.55,42.3,15,"Romance, Drama",0.86,0.57
856,17.64,40.1,14,"Romance, Sci-Fi",0.83,0.85
857,8.02,18.17,5,"Thriller, Romance",0.16,0.69
858,28.15,37.94,22,"Sci-Fi, Documentary",0.68,0.66
859,23.74,49.97,21,"Comedy, Romance",0.87,0.59
860,26.82,96.21,35,"Action, Documentary",0.43,0.98
861,25.09,36.43,22,"Action, Romance, Comedy, Drama",0.45,0.54
862,9.04,28.61,10,"Animation, Comedy",0.18,0.46
863,17.34,26.32,14,"Romance, Sci-Fi, Drama, Thriller",0.4,0.79
864,33.06,32.9,18,"Drama, Documentary, Sci-Fi, Thriller",0.41,0.63
865,9.67,28.46,13,"Drama, Action",0.35,0.37
866,5.2,19.4,5,"Documentary, Action",0.33,0.5
867,17.13,49.82,23,"Drama, Action",0.79,0.54
868,16.87,51.05,15,"Romance, Documentary, Sci-Fi, Animation",0.5,0.72
869,10.0,29.43,11,"Comedy, Documentary",0.34,0.41
870,23.54,56.06,8,"Comedy, Thriller",0.74,0.84
871,26.81,53.54,20,"Documentary, Thriller, Sci-Fi, Drama",0.3,0.52
872,36.53,47.41,39,"Drama, Comedy",0.44,0.82
873,53.05,60.56,45,"Animation, Action",0.21,0.77
874,15.1,33.4,20,"Drama, Thriller",0.68,0.8
875,15.7,51.34,12,"Animation, Sci-Fi",0.69,0.67
876,33.07,43.11,21,"Thriller, Documentary, Animation, Sci-Fi",0.45,0.75
877,15.37,46.01,10,"Drama, Thriller",0.88,0.78
878,11.86,42.97,22,"Drama, Thriller",0.85,0.73
879,35.17,69.05,45,"Drama, Sci-Fi",0.32,0.78
880,31.83,40.69,19,"Action, Romance, Documentary, Animation",0.42,0.67
881,18.26,41.26,16,"Action, Documentary",0.76,0.7
882,13.59,31.38,20,"Romance, Drama",0.66,0.65
883,25.15,40.75,16,"Drama, Comedy",0.75,0.82
884,3.94,29.64,7,"Action, Documentary",0.37,0.39
885,12.33,31.01,23,"Documentary, Drama",0.79,0.64
886,28.81,53.89,22,"Drama, Action, Comedy, Animation",0.49,0.53
887,49.36,55.35,20,"Thriller, Documentary",0.25,0.9
888,4.03,25.39,5,"Drama, Comedy",0.27,0.36
889,29.28,41.5,22,"Animation, Action",0.83,0.57
890,15.16,43.91,23,"Romance, Action, Thriller, Sci-Fi",0.54,0.75
891,20.27,50.36,23,"Action, Thriller",0.72,0.52
892,26.07,33.04,30,"Documentary, Romance, Sci-Fi, Drama",0.38,0.64
893,23.95,25.73,17,"Documentary, Comedy",0.87,0.66
894,10.05,23.7,12,"Documentary, Comedy",0.36,0.6
895,29.46,36.71,23,"Sci-Fi, Animation, Thriller, Comedy",0.5,0.7
896,6.39,24.99,13,"Drama, Romance",0.27,0.41
897,12.02,39.56,23,"Action, Documentary",0.74,0.57
898,32.62,35.71,15,"Action, Animation, Documentary, Drama",0.3,0.76
899,12.28,32.93,25,"Sci-Fi, Animation",0.72,0.59
900,30.39,48.1,27,"Comedy, Sci-Fi, Action, Thriller",0.33,0.55
901,29.25,51.45,11,"Comedy, Animation",0.88,0.71
902,42.76,54.19,23,"Drama, Sci-Fi",0.42,0.96
903,29.16,47.86,25,"Sci-Fi, Drama, Comedy, Action",0.47,0.53
904,8.27,18.31,15,"Documentary, Drama",0.15,0.64
905,25.1,27.56,21,"Thriller, Comedy, Romance, Documentary",0.46,0.62
906,4.66,18.58,9,"Sci-Fi, Action",0.37,0.68
907,12.91,25.35,24,"Sci-Fi, Thriller",0.93,0.53
908,8.21,17.87,3,"Action, Sci-Fi",0.32,0.57
909,23.39,51.57,27,"Sci-Fi, Drama, Action, Animation",0.51,0.72
910,11.4,18.92,6,"Documentary, Sci-Fi",0.37,0.57
911,32.75,48.45,22,"Comedy, Action, Romance, Drama",0.48,0.76
912,24.5,50.9,12,"Thriller, Action",0.81,0.69
913,25.43,47.71,15,"Romance, Comedy, Drama, Thriller",0.26,0.77
914,50.62,91.29,28,"Action, Animation",0.36,0.83
915,40.71,76.48,20,"Thriller, Drama",0.31,0.98
916,20.69,48.54,28,"Thriller, Action, Drama, Romance",0.45,0.71
917,12.87,17.23,4,"Animation, Action",0.19,0.5
918,27.18,93.87,35,"Animation, Romance",0.25,0.77
919,27.44,45.45,21,"Documentary, Sci-Fi",0.95,0.74
920,26.48,30.05,12,"Comedy, Sci-Fi",0.8,0.66
921,8.47,10.65,5,"Comedy, Romance",0.39,0.48
922,12.21,37.94,17,"Sci-Fi, Drama",0.66,0.55
923,21.07,39.58,14,"Action, Drama, Animation, Comedy",0.29,0.68
924,12.83,19.78,4,"Action, Thriller",0.29,0.37
925,21.46,44.8,18,"Drama, Animation",0.88,0.67
926,9.06,19.22,10,"Sci-Fi, Action",0.32,0.4
927,17.74,56.51,18,"Documentary, Sci-Fi",0.81,0.84
928,27.92,50.98,10,"Romance, Documentary, Sci-Fi, Action",0.42,0.74
929,31.73,79.03,38,"Thriller, Animation",0.39,0.97
930,20.05,25.65,25,"Thriller, Comedy",0.7,0.51
931,11.69,43.67,18,"Action, Drama",0.77,0.52
932,13.61,25.84,24,"Comedy, Action",0.75,0.59
933,6.42,13.65,15,"Animation, Sci-Fi",0.17,0.46
934,3.71,29.22,5,"Animation, Action",0.16,0.37
935,17.85,51.79,18,"Comedy, Action, Documentary, Sci-Fi",0.36,0.75
936,8.92,25.05,9,"Sci-Fi, Thriller",0.39,0.44
937,11.31,26.01,15,"Comedy, Documentary",0.92,0.51
938,6.66,18.13,4,"Drama, Documentary",0.36,0.53
939,12.38,20.75,9,"Action, Documentary",0.39,0.54
940,29.22,46.73,13,"Documentary, Drama",0.65,0.83
941,31.79,36.4,21,"Romance, Action, Comedy, Documentary",0.5,0.56
942,35.52,66.74,23,"Romance, Thriller",0.41,0.92
943,10.33,29.15,8,"Romance, Animation",0.37,0.68
944,15.46,48.18,18,"Sci-Fi, Action",0.75,0.66
945,10.76,10.04,10,"Drama, Thriller",0.15,0.35
946,25.25,43.83,10,"Documentary, Sci-Fi",0.81,0.81
947,37.35,89.7,39,"Action, Documentary",0.29,0.79
948,17.41,31.75,8,"Romance, Sci-Fi",0.72,0.51
949,18.83,49.49,30,"Thriller, Documentary, Drama, Action",0.34,0.72
950,24.86,46.12,29,"Animation, Action, Drama, Romance",0.31,0.56
951,13.41,31.78,13,"Comedy, Documentary",0.67,0.54
952,33.67,50.66,26,"Action, Sci-Fi, Animation, Romance",0.47,0.58
953,28.61,51.49,10,"Action, Animation, Drama, Thriller",0.53,0.69
954,15.48,48.81,22,"Action, Sci-Fi",0.8,0.68
955,3.56,28.37,11,"Thriller, Drama",0.26,0.35
956,55.8,89.42,43,"Comedy, Documentary",0.26,0.91
957,4.97,16.22,13,"Animation, Documentary",0.31,0.36
958,45.74,79.45,30,"Documentary, Comedy",0.41,0.81
959,31.65,49.65,26,"Documentary, Animation, Action, Thriller",0.49,0.78
960,27.99,48.34,21,"Comedy, Animation",0.29,0.95
961,3.74,26.05,3,"Comedy, Action",0.23,0.57
962,44.57,61.22,32,"Animation, Comedy",0.3,0.89
963,40.87,70.53,33,"Sci-Fi, Documentary",0.42,0.89
964,40.89,63.05,26,"Comedy, Romance",0.23,0.75
965,13.85,12.52,11,"Documentary, Comedy",0.21,0.5
966,4.65,10.88,5,"Sci-Fi, Drama",0.23,0.5
967,4.77,16.17,8,"Drama, Action",0.22,0.69
968,9.09,26.7,3,"Thriller, Sci-Fi",0.26,0.42
969,12.42,16.83,13,"Documentary, Romance",0.27,0.59
970,32.04,41.98,20,"Drama, Action, Thriller, Animation",0.43,0.63
971,14.39,25.13,15,"Thriller, Comedy",0.86,0.66
972,24.69,58.34,18,"Animation, Comedy",0.89,0.63
973,37.7,49.06,20,"Documentary, Comedy",0.34,0.78
974,15.88,25.89,16,"Romance, Sci-Fi, Comedy, Drama",0.34,0.57
975,5.14,10.43,7,"Drama, Thriller",0.38,0.36
976,36.84,56.56,34,"Drama, Romance",0.26,0.94
977,27.57,27.29,12,"Thriller, Comedy",0.91,0.55
978,23.89,36.13,21,"Action, Animation",0.94,0.59
979,13.25,15.88,5,"Romance, Animation",0.23,0.37
980,13.22,29.37,10,"Documentary, Animation",0.2,0.38
981,30.86,66.35,40,"Documentary, Comedy",0.39,0.84
982,29.25,40.76,25,"Romance, Documentary, Thriller, Animation",0.46,0.65
983,32.25,94.22,34,"Romance, Thriller",0.42,0.84
984,21.43,57.74,19,"Comedy, Drama",0.73,0.53
985,20.38,33.06,9,"Animation, Thriller",0.79,0.72
986,18.65,37.86,23,"Drama, Thriller",0.75,0.63
987,6.19,11.52,4,"Comedy, Animation",0.22,0.53
988,33.53,27.95,12,"Sci-Fi, Comedy, Documentary, Drama",0.36,0.66
989,21.05,49.47,18,"Drama, Animation, Sci-Fi, Romance",0.31,0.68
990,15.17,33.98,21,"Animation, Documentary, Romance, Action",0.48,0.62
991,23.08,59.62,12,"Thriller, Documentary",0.91,0.58
992,9.19,25.72,15,"Sci-Fi, Animation",0.27,0.64
993,35.96,55.33,44,"Documentary, Thriller",0.44,0.85
994,38.11,76.76,24,"Documentary, Animation",0.28,0.92
995,21.8,37.57,22,"Romance, Drama, Documentary, Action",0.48,0.71
996,57.28,53.45,30,"Animation, Thriller",0.34,0.93
997,14.38,11.27,9,"Documentary, Sci-Fi",0.2,0.39
998,16.86,28.13,27,"Documentary, Action, Comedy, Sci-Fi",0.3,0.75
999,56.9,66.22,26,"Comedy, Thriller",0.26,0.9
1000,37.9,45.61,30,"Drama, Action",0.41,0.84
1001,9.44,19.57,4,"Thriller, Comedy",0.25,0.67
1002,6.72,26.36,13,"Romance, Documentary",0.27,0.56
1003,9.03,23.7,7,"Documentary, Action",0.2,0.7
1004,22.1,33.64,18,"Documentary, Thriller",0.92,0.81
1005,50.81,60.84,34,"Romance, Thriller",0.29,0.94
1006,7.98,13.59,12,"Drama, Sci-Fi",0.33,0.51
1007,38.77,97.01,27,"Romance, Sci-Fi",0.42,0.79
1008,49.43,84.73,26,"Comedy, Drama",0.43,0.84
1009,51.44,72.74,44,"Romance, Comedy",0.28,0.85
1010,41.18,49.03,42,"Sci-Fi, Documentary",0.37,0.86
1011,27.12,38.88,8,"Drama, Documentary",0.73,0.75
1012,19.7,27.39,25,"Documentary, Comedy",0.85,0.75
1013,26.41,54.45,13,"Drama, Documentary",0.9,0.71
1014,43.71,66.5,22,"Romance, Comedy",0.37,0.75
1015,17.16,32.58,9,"Documentary, Sci-Fi",0.92,0.69
1016,54.28,89.63,40,"Comedy, Thriller",0.37,0.9
1017,23.88,42.95,11,"Thriller, Drama, Comedy, Sci-Fi",0.48,0.73
1018,25.56,46.54,20,"Comedy, Documentary",0.28,0.79
1019,52.89,90.67,25,"Comedy, Animation",0.38,0.76
1020,21.45,43.8,29,"Animation, Action, Comedy, Sci-Fi",0.31,0.66
1021,37.48,54.55,32,"Thriller, Documentary",0.36,0.75
1022,3.79,26.3,13,"Thriller, Documentary",0.31,0.37
1023,30.35,39.99,13,"Drama, Documentary, Action, Romance",0.46,0.74
1024,34.63,45.89,14,"Sci-Fi, Animation, Documentary, Thriller",0.35,0.69
1025,36.73,78.47,38,"Thriller, Romance",0.31,0.87
1026,33.14,78.9,23,"Thriller, Romance",0.28,0.92
1027,27.1,65.6,29,"Action, Comedy",0.25,0.84
1028,24.79,36.5,16,"Action, Romance",0.75,0.78
1029,22.96,35.1,8,"Sci-Fi, Comedy",0.72,0.76
1030,9.47,28.13,13,"Thriller, Romance",0.4,0.63
1031,20.43,31.42,8,"Thriller, Action",0.67,0.67
1032,14.26,12.51,5,"Thriller, Comedy",0.3,0.64
1033,39.92,70.69,25,"Drama, Romance",0.38,0.81
1034,6.64,21.53,13,"Documentary, Action",0.2,0.65
1035,22.96,30.03,24,"Animation, Documentary, Comedy, Thriller",0.38,0.68
1036,51.67,68.51,22,"Drama, Romance",0.39,0.96
1037,6.09,19.27,10,"Documentary, Action",0.22,0.55
1038,17.73,39.08,14,"Sci-Fi, Thriller, Animation, Documentary",0.52,0.5
1039,29.41,38.06,23,"Comedy, Thriller",0.74,0.85
1040,59.74,51.85,38,"Romance, Animation",0.24,0.93
1041,25.19,39.66,21,"Animation, Sci-Fi, Comedy, Documentary",0.46,0.7
1042,10.69,53.46,8,"Romance, Documentary",0.86,0.73
1043,28.89,30.16,15,"Drama, Action",0.83,0.83
1044,51.98,80.44,32,"Comedy, Romance",0.3,0.88
1045,13.51,13.32,9,"Animation, Romance",0.21,0.46
1046,29.68,47.57,12,"Sci-Fi, Animation, Comedy, Drama",0.28,0.67
1047,14.16,17.96,7,"Documentary, Action",0.15,0.41
1048,27.44,83.3,36,"Animation, Comedy",0.3,0.82
1049,7.5,24.08,6,"Comedy, Thriller",0.27,0.53
1050,5.23,11.18,5,"Animation, Thriller",0.35,0.42
1051,55.39,54.14,29,"Comedy, Drama",0.22,0.78
1052,45.5,71.28,41,"Romance, Animation",0.39,0.75
1053,48.29,88.41,21,"Action, Thriller",0.22,0.87
1054,33.64,39.2,20,"Sci-Fi, Drama, Comedy, Animation",0.43,0.6
1055,17.57,27.0,19,"Action, Thriller",0.91,0.78
1056,24.5,56.08,12,"Romance, Sci-Fi",0.66,0.54
1057,7.42,22.37,13,"Thriller, Action",0.37,0.53
1058,15.33,35.81,11,"Documentary, Comedy, Romance, Thriller",0.54,0.72
1059,24.78,52.79,19,"Documentary, Sci-Fi",0.78,0.83
1060,50.7,61.16,26,"Action, Comedy",0.38,0.95
1061,25.94,35.55,25,"Documentary, Action",0.95,0.66
1062,23.25,33.43,14,"Comedy, Action",0.7,0.83
1063,29.87,26.02,18,"Thriller, Sci-Fi",0.92,0.77
1064,28.32,53.55,13,"Documentary, Action, Sci-Fi, Drama",0.45,0.78
1065,14.18,25.33,12,"Animation, Sci-Fi",0.17,0.47
1066,26.17,32.82,11,"Sci-Fi, Documentary",0.74,0.54
1067,11.94,12.32,8,"Animation, Romance",0.18,0.46
1068,35.88,77.45,26,"Sci-Fi, Animation",0.41,0.98
1069,30.95,53.02,14,"Thriller, Action, Documentary, Animation",0.41,0.68
1070,16.32,53.57,17,"Documentary, Comedy",0.9,0.67
1071,17.92,44.96,11,"Comedy, Drama, Sci-Fi, Romance",0.43,0.59
1072,22.62,32.55,17,"Sci-Fi, Comedy",0.86,0.63
1073,13.18,28.69,6,"Drama, Animation",0.33,0.37
1074,24.55,35.47,13,"Sci-Fi, Thriller",0.95,0.69
1075,29.81,51.52,20,"Romance, Sci-Fi",0.67,0.75
1076,11.41,20.96,4,"Action, Animation",0.18,0.61
1077,24.15,29.91,14,"Drama, Comedy, Animation, Sci-Fi",0.38,0.64
1078,37.68,92.09,23,"Drama, Thriller",0.37,0.98
1079,23.59,30.89,9,"Drama, Action",0.68,0.84
1080,59.31,80.76,38,"Animation, Comedy",0.31,0.78
1081,29.16,66.82,29,"Animation, Documentary",0.37,0.97
1082,52.22,92.57,40,"Documentary, Drama",0.3,0.9
1083,29.2,49.55,35,"Thriller, Action",0.36,0.96
1084,15.47,51.09,13,"Animation, Drama",0.77,0.85
1085,4.19,11.27,15,"Action, Thriller",0.28,0.49
1086,11.28,54.3,25,"Comedy, Animation",0.86,0.78
1087,14.59,27.95,5,"Action, Romance",0.37,0.59
1088,26.01,29.31,12,"Comedy, Romance",0.82,0.73
1089,32.03,26.05,13,"Drama, Thriller, Sci-Fi, Action",0.4,0.61
1090,6.61,28.92,11,"Documentary, Comedy",0.38,0.45
1091,23.9,43.29,19,"Comedy, Sci-Fi",0.83,0.68
1092,33.3,55.34,29,"Drama, Romance",0.41,0.8
1093,10.1,15.55,14,"Romance, Drama",0.31,0.38
1094,23.0,30.72,22,"Animation, Sci-Fi",0.67,0.59
1095,9.43,11.41,14,"Thriller, Sci-Fi",0.22,0.57
1096,26.27,44.43,26,"Drama, Documentary, Thriller, Sci-Fi",0.43,0.63
1097,58.74,58.61,28,"Animation, Action",0.23,0.78
1098,27.8,35.88,20,"Thriller, Drama, Action, Sci-Fi",0.48,0.54
1099,29.59,32.78,11,"Romance, Documentary",0.88,0.54
1100,11.91,37.21,17,"Action, Comedy",0.82,0.71
1101,33.93,36.69,21,"Animation, Thriller, Romance, Comedy",0.49,0.7
1102,15.19,40.41,14,"Romance, Action, Sci-Fi, Drama",0.45,0.54
1103,11.14,18.36,10,"Documentary, Romance",0.2,0.7
1104,20.52,37.83,17,"Romance, Thriller, Drama, Action",0.34,0.76
1105,27.68,58.2,22,"Romance, Documentary",0.24,0.76
1106,26.17,25.37,21,"Drama, Thriller",0.85,0.83
1107,20.3,59.93,25,"Thriller, Animation",0.86,0.64
1108,50.0,83.64,43,"Action, Romance",0.29,0.98
1109,29.29,48.61,24,"Sci-Fi, Animation",0.92,0.56
1110,9.16,29.05,9,"Comedy, Drama",0.27,0.41
1111,12.98,27.02,4,"Romance, Comedy",0.22,0.52
1112,50.83,76.29,26,"Action, Thriller",0.43,0.96
1113,11.15,25.21,22,"Action, Drama",0.75,0.62
1114,7.82,10.18,9,"Drama, Thriller",0.27,0.38
1115,56.96,45.38,44,"Animation, Drama",0.36,0.8
1116,22.29,51.77,27,"Documentary, Sci-Fi, Thriller, Comedy",0.49,0.53
1117,7.24,18.68,8,"Comedy, Documentary",0.37,0.6
1118,15.81,36.84,20,"Thriller, Documentary, Sci-Fi, Drama",0.52,0.55
1119,39.74,75.26,45,"Animation, Romance",0.37,0.78
1120,12.63,58.52,8,"Action, Animation",0.69,0.62
1121,3.62,26.6,9,"Animation, Thriller",0.39,0.61
1122,20.64,27.48,23,"Drama, Comedy, Documentary, Action",0.32,0.55
1123,34.89,32.42,23,"Comedy, Sci-Fi, Animation, Romance",0.31,0.71
1124,5.26,27.1,13,"Drama, Thriller",0.31,0.43
1125,34.59,55.57,24,"Comedy, Animation",0.31,0.89
1126,38.31,73.87,42,"Sci-Fi, Thriller",0.36,0.8
1127,11.23,39.95,9,"Romance, Drama",0.74,0.59
1128,14.94,56.33,13,"Sci-Fi, Comedy",0.66,0.52
1129,24.44,52.25,13,"Documentary, Drama, Animation, Sci-Fi",0.38,0.58
1130,28.39,45.75,37,"Sci-Fi, Documentary",0.39,0.78
1131,29.86,42.67,29,"Thriller, Romance, Documentary, Action",0.36,0.7
1132,29.57,85.84,23,"Thriller, Comedy",0.21,0.97
1133,28.51,27.62,25,"Documentary, Animation",0.84,0.61
1134,9.4,13.07,5,"Romance, Animation",0.2,0.54
1135,32.9,38.45,13,"Animation, Romance, Documentary, Action",0.52,0.52
1136,10.19,23.93,5,"Action, Animation",0.22,0.68
1137,11.89,17.95,13,"Comedy, Documentary",0.28,0.53
1138,25.01,38.45,20,"Drama, Action",0.77,0.6
1139,9.86,21.84,3,"Documentary, Romance",0.37,0.63
1140,21.07,31.61,18,"Action, Romance, Comedy, Drama",0.42,0.55
1141,47.39,96.81,28,"Action, Sci-Fi",0.43,0.81
1142,14.87,14.2,4,"Sci-Fi, Drama",0.15,0.47
1143,58.12,93.62,28,"Romance, Drama",0.38,0.84
1144,46.91,45.57,31,"Drama, Documentary",0.25,0.97
1145,43.81,98.83,44,"Animation, Sci-Fi",0.43,0.88
1146,32.4,44.03,27,"Sci-Fi, Drama, Comedy, Romance",0.31,0.63
1147,13.11,33.11,21,"Comedy, Thriller",0.76,0.82
1148,8.51,26.31,5,"Drama, Sci-Fi",0.2,0.52
1149,15.42,29.89,15,"Thriller, Action, Comedy, Animation",0.5,0.71
1150,14.91,56.82,20,"Action, Romance",0.68,0.68
1151,38.23,46.14,20,"Action, Comedy",0.39,0.9
1152,12.24,15.35,13,"Action, Animation",0.3,0.63
1153,43.98,90.0,42,"Documentary, Animation",0.22,0.78
1154,6.69,19.58,6,"Comedy, Action",0.16,0.59
1155,28.6,61.32,36,"Action, Comedy",0.42,0.85
1156,32.93,66.2,31,"Animation, Sci-Fi",0.36,0.8
1157,42.21,99.49,27,"Sci-Fi, Action",0.23,0.97
1158,17.37,52.7,12,"Drama, Thriller, Romance, Documentary",0.52,0.68
1159,11.15,13.0,13,"Romance, Drama",0.32,0.57
1160,34.49,72.46,31,"Comedy, Animation",0.43,0.94
1161,55.16,98.79,44,"Animation, Thriller",0.36,0.82
1162,26.29,28.96,21,"Comedy, Drama",0.94,0.6
1163,5.18,17.7,8,"Animation, Romance",0.27,0.52
1164,17.76,53.32,17,"Documentary, Romance, Animation, Comedy",0.36,0.66
1165,11.67,50.02,24,"Thriller, Sci-Fi",0.82,0.74
1166,33.23,45.16,20,"Drama, Action",0.29,0.86
1167,56.9,64.85,44,"Drama, Animation",0.4,0.82
1168,14.85,53.97,9,"Drama, Thriller",0.87,0.54
1169,49.36,68.36,21,"Comedy, Thriller",0.38,0.9
1170,3.36,17.3,4,"Animation, Comedy",0.21,0.35
1171,8.64,12.8,11,"Animation, Sci-Fi",0.32,0.45
1172,23.88,44.35,10,"Action, Romance, Comedy, Animation",0.34,0.55
1173,3.13,26.65,13,"Romance, Documentary",0.39,0.51
1174,29.19,37.71,15,"Animation, Comedy, Sci-Fi, Documentary",0.33,0.53
1175,22.38,32.66,13,"Comedy, Animation",0.9,0.84
1176,19.55,47.84,20,"Sci-Fi, Documentary",0.9,0.56
1177,13.89,28.79,10,"Sci-Fi, Action",0.76,0.77
1178,6.39,20.83,4,"Romance, Comedy",0.2,0.35
1179,10.66,10.65,7,"Action, Romance",0.17,0.55
1180,10.91,36.01,17,"Romance, Thriller",0.65,0.62
1181,6.77,17.81,8,"Comedy, Drama",0.39,0.6
1182,27.93,42.63,24,"Animation, Thriller",0.89,0.55
1183,35.15,53.33,34,"Thriller, Comedy",0.22,0.89
1184,12.23,13.22,11,"Sci-Fi, Thriller",0.28,0.61
1185,7.07,17.21,9,"Animation, Comedy",0.16,0.6
1186,14.96,22.14,5,"Comedy, Animation",0.29,0.7
1187,29.99,92.88,37,"Comedy, Thriller",0.42,0.93
1188,40.92,54.33,29,"Sci-Fi, Drama",0.24,0.81
1189,27.49,84.09,34,"Romance, Animation",0.26,0.86
1190,23.01,29.92,11,"Sci-Fi, Animation",0.94,0.67
1191,23.02,50.71,14,"Sci-Fi, Drama, Action, Thriller",0.38,0.65
1192,15.26,55.64,9,"Thriller, Sci-Fi",0.84,0.73
1193,30.41,50.79,32,"Comedy, Documentary",0.24,0.84
1194,27.48,48.42,19,"Documentary, Action",0.79,0.72
1195,31.31,50.96,32,"Sci-Fi, Action",0.39,0.8
1196,21.85,43.13,16,"Romance, Thriller, Action, Documentary",0.46,0.64
1197,14.38,12.91,6,"Animation, Action",0.23,0.36
1198,30.79,54.36,16,"Animation, Drama, Documentary, Comedy",0.27,0.76
1199,29.96,60.06,22,"Animation, Romance",0.27,0.91
1200,11.04,15.19,3,"Sci-Fi, Animation",0.17,0.67
